slug,name,industry,subtype,parent,batch,folder,table_count,row_count,tables
"aura-adventures-at-owa-JdDMwg","","","","","1","batch-01","22","112","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme search_index"
"austen-hunter-photography-pensacola","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_photography recovery_import_log search_index v_industry_facts_slugs"
"austin-forman","","","","","1","batch-01","1","1","artist_profiles"
"austin-forman-w-bryanna-julie","","","","","1","batch-01","1","1","artist_profiles"
"austin-massage","","","","","1","batch-01","29","133","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_seo entity_tags entity_theme industry_personal_care legacy_photo_migration_queue personal_care_services search_index service_menu v_industry_facts_slugs"
"austin-thompson","","","","","1","batch-01","1","1","artist_profiles"
"avari-by-casago","","","","","1","batch-01","6","18","entity_completeness_v entity_modules entity_theme industry_property_management search_index v_industry_facts_slugs"
"avast-realty","","","","","1","batch-01","7","10","entity_completeness_v entity_photos entity_tags entity_theme industry_professional_service search_index v_industry_facts_slugs"
"avenue-pub","","","","","1","batch-01","11","16","catalog_section_days catalog_sections entity_completeness_v entity_sources entity_tags entity_theme happy_hour_sections industry_food_beverage recovery_import_log search_index v_industry_facts_slugs"
"avenue-pub-2","","","","","1","batch-01","5","5","entity_completeness_v entity_conflicts industry_food_beverage search_index v_industry_facts_slugs"
"avenue-pub-orange-beach","","","","","1","batch-01","39","1019","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_event_planner_index_full ai_photo_index_full ai_unified_search_items_full catalog_items catalog_section_days catalog_sections entity_address_areas entity_attributes entity_completeness_v entity_conflicts entity_events entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_reviews entity_tags entity_theme happy_hour_items happy_hour_sections industry_food_beverage legacy_photo_migration_queue menu_item_details menu_items menu_section_days menu_section_details menu_sections search_index v_industry_facts_slugs"
"aviles-townhomes","","","","","1","batch-01","23","101","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme search_index"
"azalea-city-bicycle-company","","","","","1","batch-01","20","96","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"b-b-pecan-company","","","","","1","batch-01","7","7","entity_completeness_v entity_sources entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"b-bob-s-downtown-mobile","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_bar_nightlife recovery_import_log search_index v_industry_facts_slugs"
"b-turner-clothing-store-auburn","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_retail recovery_import_log search_index v_industry_facts_slugs"
"babe-s-pensacola","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_bar_nightlife recovery_import_log search_index v_industry_facts_slugs"
"baby-therapy-charters-chambliss-charter-boats-inc","","","","","1","batch-01","12","21","charter_fishing_type entity_completeness_v entity_items_norm_v entity_items_v entity_offer entity_sources entity_tags entity_theme industry_charter_fishing offerings search_index v_industry_facts_slugs"
"babyquip-gulf-shores","","","","","1","batch-01","11","76","entity_completeness_v entity_items_norm_v entity_items_v entity_offer entity_sources entity_tags entity_theme industry_rental offerings search_index v_industry_facts_slugs"
"bachelor-party-package","","","","","1","batch-01","14","36","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_completeness_v entity_items_norm_v entity_items_v entity_modules entity_offer entity_photos entity_theme search_index"
"bachelorette-party-package","","","","","1","batch-01","14","36","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_completeness_v entity_items_norm_v entity_items_v entity_modules entity_offer entity_photos entity_theme search_index"
"back-bay-charters","","","","","1","batch-01","7","11","entity_completeness_v entity_sources entity_tags entity_theme industry_charter_fishing search_index v_industry_facts_slugs"
"back-bay-sailing-adventures","","","","","1","batch-01","22","160","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_tour_operator legacy_photo_migration_queue search_index v_industry_facts_slugs"
"back-on-track-chiropractic-wellness-center","","","","","1","batch-01","27","108","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme health_medical_services industry_health_medical search_index service_menu v_industry_facts_slugs"
"backstage-boutique","","","","","1","batch-01","20","102","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"bad-ass-coffee-of-hawaii","","","","","1","batch-01","22","204","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_cafe_dessert industry_food_beverage legacy_photo_migration_queue search_index v_industry_facts_slugs"
"bad-habit-charters","","","","","1","batch-01","23","136","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_charter_fishing legacy_photo_migration_queue search_index tourist_seen tourist_swipe_events v_industry_facts_slugs"
"badass-coffee","","","","","1","batch-01","14","50","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_completeness_v entity_hours entity_modules entity_photos entity_tags entity_theme industry_cafe_dessert industry_food_beverage search_index v_industry_facts_slugs"
"bagel-boy","","","","","1","batch-01","22","112","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_reviews entity_tags entity_theme industry_cafe_dessert industry_food_beverage recovery_import_log search_index v_industry_facts_slugs"
"bagel-boy-2","","","","","1","batch-01","5","5","entity_completeness_v entity_conflicts industry_cafe_dessert search_index v_industry_facts_slugs"
"bahama-bob-s","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_food_beverage recovery_import_log search_index v_industry_facts_slugs"
"bahama-bob-s-beach-side-cafe","","","","","1","batch-01","46","4544","ai_data_completeness_audit_full ai_data_quality_audit ai_data_quality_issues ai_drink_item_tag_values ai_drink_item_tags ai_entity_intent_tags_full ai_entity_profiles_full ai_menu_item_tag_values ai_menu_item_tags ai_photo_index_full ai_planner_intent_tags ai_planner_profile_tags ai_planner_profiles ai_unified_search_items_full ai_voice_snippets catalog_items catalog_section_days catalog_sections drink_items drink_sections entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_reviews entity_sources entity_tags entity_theme industry_food_beverage legacy_photo_migration_queue menu_items menu_section_days menu_section_details menu_sections search_index v_industry_facts_slugs"
"bahama-buck-s-orange-beach","","","","","1","batch-01","22","186","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_cafe_dessert industry_food_beverage legacy_photo_migration_queue search_index v_industry_facts_slugs"
"baldwin-county-bicentennial-park","","","","","1","batch-01","7","7","entity_completeness_v entity_sources entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
"baldwin-county-heritage-museum","","","","","1","batch-01","22","119","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_good_for entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"baldwin-county-myotherapy-massage","","","","","1","batch-01","28","125","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care legacy_photo_migration_queue personal_care_services search_index service_menu v_industry_facts_slugs"
"ballyhoo-festival","","","","","1","batch-01","22","140","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_seo entity_sources entity_tags entity_theme industry_event_venue search_index v_industry_facts_slugs"
"bam-coffee-perdido-location-mBiFl4","","","","","1","batch-01","22","335","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_cafe_dessert search_index tourist_seen tourist_swipe_events v_industry_facts_slugs"
"bama-bandit-sportfishing","","","","","1","batch-01","13","34","entity_completeness_v entity_items_norm_v entity_items_v entity_modules entity_offer entity_sources entity_tags entity_theme industry_charter_fishing offering_prices offerings search_index v_industry_facts_slugs"
"bama-beach-houses","","","","","1","batch-01","6","19","entity_completeness_v entity_modules entity_theme industry_vacation_rental search_index v_industry_facts_slugs"
"bama-beach-shuttle-J30DrQ","","","","","1","batch-01","19","70","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full bookable_resources bookable_resources_json_backup entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_offer entity_reviews entity_tags entity_theme industry_transportation search_index v_industry_facts_slugs"
"bama-breeze","","","","","1","batch-01","6","19","entity_completeness_v entity_modules entity_theme industry_condo search_index v_industry_facts_slugs"
"bama-breeze-dolphin-cruise","","","","","1","batch-01","23","165","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_sources entity_tags entity_theme industry_cruise_tour legacy_photo_migration_queue search_index v_industry_facts_slugs"
"bamahenge-kEHJv8","","","","","1","batch-01","17","96","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_photos entity_reviews entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"bamboo-steakhouse-sushi-bar-mobile","","","","","1","batch-01","4","4","entity_completeness_v entity_theme recovery_import_log search_index"
"bamboo-willie-s-beachside-bar-on-pensacola-beach","","","","","1","batch-01","28","193","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_event_planner_index_full ai_photo_index_full ai_unified_search_items_full catalog_section_days catalog_sections entity_address_areas entity_attributes entity_completeness_v entity_events entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_secondary_hours entity_tags entity_theme happy_hour_sections industry_bar_nightlife industry_food_beverage search_index v_industry_facts_slugs"
"banana-moonpies","","","","","1","batch-01","1","1","artist_profiles"
"bangkok-thai-cuisine-YQUXeg","","","","","1","batch-01","19","336","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"bar-45","","","","","1","batch-01","35","324","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full catalog_section_days catalog_sections entity_amenities entity_attributes entity_completeness_v entity_events entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_secondary_hours entity_sources entity_specials entity_tags entity_theme happy_hour_sections industry_food_beverage legacy_photo_migration_queue offerings search_index tourist_saves tourist_seen tourist_swipe_events v_industry_facts_slugs"
"barber-marina-U0ULkY","","","","","1","batch-01","24","126","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_trade_home_service search_index v_industry_facts_slugs"
"barefoot-gypsy-boutique-8Vr07Q","","","","","1","batch-01","18","143","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme search_index"
"barefoot-private-family-jet-ski-co-orange-beach","","","","","1","batch-01","9","21","entity_completeness_v entity_photos entity_sources entity_tags entity_theme industry_cruise_tour recovery_import_log search_index v_industry_facts_slugs"
"barefoot-tours-and-charters","","","","","1","batch-01","27","249","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_charter_fishing legacy_photo_migration_queue search_index v_industry_facts_slugs"
"barnes-noble","","","","","1","batch-01","20","121","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"barney-s-pet-world","","","","","1","batch-01","20","90","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"barometer","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_food_beverage recovery_import_log search_index v_industry_facts_slugs"
"barometer-waterfront-grille","","","","","1","batch-01","55","1708","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_event_planner_index_full ai_photo_index_full ai_unified_search_items_full catalog_items catalog_section_days catalog_sections drink_items drink_section_days drink_sections entity_address_areas entity_attributes entity_completeness_v entity_conflicts entity_events entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_policies entity_reviews entity_section_items entity_sections entity_sources entity_specials entity_tags entity_theme happy_hour_section_days happy_hour_sections industry_food_beverage legacy_photo_migration_queue menu_item_details menu_item_preparation_choices menu_item_requirements menu_item_served_with menu_item_tags menu_items menu_period_days menu_periods menu_section_days menu_section_details menu_sections search_index tourist_seen tourist_swipe_events v_industry_facts_slugs"
"bartram-park-BEMoT8","","","","","1","batch-01","20","127","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
"basch-jernigan","","","","","1","batch-01","1","1","artist_profiles"
"basil-sprout-DH2hy4","","","","","1","batch-01","23","265","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme search_index"
"bath-body-works","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_retail recovery_import_log search_index v_industry_facts_slugs"
"battery-duportail-fort-morgan","","","","","1","batch-01","20","124","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_attraction legacy_photo_migration_queue search_index v_industry_facts_slugs"
"battery-experimental","","","","","1","batch-01","16","112","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_photos entity_reviews entity_tags entity_theme industry_attraction legacy_photo_migration_queue search_index v_industry_facts_slugs"
"battlefin-outfitters-llc","","","","","1","batch-01","22","91","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_retail legacy_photo_migration_queue search_index v_industry_facts_slugs"
"baumhower-s-victory-grille","","","","","1","batch-01","9","49","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full entity_completeness_v entity_modules entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"bay-animal-clinic-_EJAuw","","","","","1","batch-01","24","163","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_health_medical search_index v_industry_facts_slugs"
"bay-area-performing-arts-llc-AL6v5U","","","","","1","batch-01","19","155","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_performing_arts search_index v_industry_facts_slugs"
"bay-breeze-rv-on-the-bay","","","","","1","batch-01","29","471","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_section_items entity_section_items_metadata_backup entity_sections entity_tags entity_theme industry_vacation_rental legacy_photo_migration_queue rental_units search_index v_industry_facts_slugs"
"bay-rental","","","","","1","batch-01","14","36","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_completeness_v entity_items_norm_v entity_items_v entity_modules entity_offer entity_photos entity_theme search_index"
"bay-side-boat-rental-llc","","","","","1","batch-01","33","154","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_sections entity_seo_keywords entity_sources entity_tags entity_theme industry_rental legacy_photo_migration_queue offering_prices offerings search_index tourist_saves tourist_seen tourist_swipe_events v_industry_facts_slugs"
"bay-town-burger-co-7zua-c","","","","","1","batch-01","20","249","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"bay-view","","","","","1","batch-01","30","185","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_section_items entity_section_items_metadata_backup entity_sections entity_sources entity_tags entity_theme industry_condo industry_vacation_rental rental_units search_index v_industry_facts_slugs"
"bayou-marcus-birding-trail-u0bLDQ","","","","","1","batch-01","20","117","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
"bayshore-boat-and-rv-storage","","","","","1","batch-01","23","60","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_trade_home_service search_index v_industry_facts_slugs"
"bayside-bungalow","","","","","1","batch-01","24","237","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_completeness_v entity_google_maps_links entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_section_items entity_section_items_metadata_backup entity_sections entity_tags entity_theme industry_vacation_rental rental_units search_index v_industry_facts_slugs"
"bayside-bungalow-9531-3-bedroom-home","","","","","1","batch-01","21","71","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full bookable_resources bookable_resources_json_backup entity_completeness_v entity_google_maps_links entity_google_reviews entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_reviews entity_tags entity_theme industry_hotel industry_vacation_rental search_index v_industry_facts_slugs"
"bayside-services-llc","","","","","1","batch-01","24","108","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_sources entity_tags entity_theme search_index"
"bayview","","","","","1","batch-01","1","7","entity_amenities"
"bayview-dog-beach-LGBuKw","","","","","1","batch-01","20","143","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
"bayview-estates","","","","","1","batch-01","26","87","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_reviews entity_section_items entity_section_items_metadata_backup entity_sections entity_tags entity_theme industry_condo rental_units search_index v_industry_facts_slugs"
"bayview-fort-morgan","","","","","1","batch-01","6","19","entity_completeness_v entity_conflicts entity_modules industry_vacation_rental search_index v_industry_facts_slugs"
"bayview-park-boat-launch-pensacola","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_outdoor_recreation recovery_import_log search_index v_industry_facts_slugs"
"bbs-beach-boutique-XOxRQI","","","","","1","batch-01","19","169","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"bbs-health-foods","","","","","1","batch-01","25","328","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_good_for entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme search_index"
"bds-beach-rentals","","","","","1","batch-01","11","20","entity_completeness_v entity_items_norm_v entity_items_v entity_offer entity_sources entity_tags entity_theme industry_rental offerings search_index v_industry_facts_slugs"
"be-balanced-day-spa","","","","","1","batch-01","23","77","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_tags entity_theme industry_personal_care personal_care_services search_index service_menu v_industry_facts_slugs"
