slug,name,industry,subtype,parent,batch,folder,table_count,row_count,tables
"moe-s-original-bar-b-que","","","","","3","batch-03","9","156","entity_completeness_v entity_offer entity_offer_section entity_sources entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"moe-s-original-bbq-foley","","","","","3","batch-03","18","373","catalog_items catalog_section_days catalog_sections entity_completeness_v entity_events entity_items_norm_v entity_items_v entity_offer entity_offer_section entity_theme industry_food_beverage menu_items menu_section_days menu_section_details menu_sections recovery_import_log search_index v_industry_facts_slugs"
"moes-original-bbq-orange-beach","","","","","3","batch-03","37","852","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_event_planner_index_full ai_photo_index_full ai_unified_search_items_full catalog_items catalog_section_days catalog_sections entity_address_areas entity_attributes entity_completeness_v entity_events entity_good_for entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_reviews entity_tags entity_theme industry_food_beverage legacy_photo_migration_queue menu_items menu_section_days menu_section_details menu_sections search_index v_industry_facts_slugs"
"molokai-villas","","","","","3","batch-03","24","107","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_hotel search_index v_industry_facts_slugs"
"momentum-marine-gulf-shores","","","","","3","batch-03","27","101","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_trade_home_service legacy_photo_migration_queue search_index service_menu trade_home_services v_industry_facts_slugs"
"momotaro-ramen-sushi","","","","","3","batch-03","9","32","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full entity_completeness_v entity_modules entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"money-back-food-store","","","","","3","batch-03","6","6","entity_completeness_v entity_theme industry_retail recovery_import_log search_index v_industry_facts_slugs"
"montgomery-botanical-center-coral-gables","","","","","3","batch-03","6","6","entity_completeness_v entity_theme industry_outdoor_recreation recovery_import_log search_index v_industry_facts_slugs"
"montgomery-botanical-gardens-montgomery","","","","","3","batch-03","6","6","entity_completeness_v entity_theme industry_outdoor_recreation recovery_import_log search_index v_industry_facts_slugs"
"montgomery-highway","","","","","3","batch-03","1","1","artist_profiles"
"montgomery-highway-gulf-coast","","","","","3","batch-03","4","4","entity_completeness_v entity_theme recovery_import_log search_index"
"moonshine-saloon","","","","","3","batch-03","26","153","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_event_planner_index_full ai_photo_index_full ai_unified_search_items_full catalog_section_days catalog_sections entity_attributes entity_completeness_v entity_events entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_secondary_hours entity_tags entity_theme happy_hour_sections industry_bar_nightlife search_index v_industry_facts_slugs"
"morgan-shades-stevens","","","","","3","batch-03","1","1","artist_profiles"
"morgan-shades-stevens-and-myles-lawson","","","","","3","batch-03","1","1","artist_profiles"
"morgan-shades-stevens-and-tim-robinson","","","","","3","batch-03","1","1","artist_profiles"
"morgan-trace-apartments","","","","","3","batch-03","24","82","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_condo search_index v_industry_facts_slugs"
"morgantown-public-beach-access","","","","","3","batch-03","23","103","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_transportation search_index v_industry_facts_slugs"
"mossytails-charters-llc","","","","","3","batch-03","7","9","entity_completeness_v entity_sources entity_tags entity_theme industry_charter_fishing search_index v_industry_facts_slugs"
"motel-6-gulf-shores-al","","","","","3","batch-03","20","127","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_hotel legacy_photo_migration_queue search_index v_industry_facts_slugs"
"motto-mortgage","","","","","3","batch-03","5","7","entity_completeness_v entity_photos entity_tags entity_theme search_index"
"mountain-high-outfitters","","","","","3","batch-03","6","6","entity_completeness_v entity_theme industry_retail recovery_import_log search_index v_industry_facts_slugs"
"mountain-massage-day-spa-k8HL5w","","","","","3","batch-03","27","166","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care personal_care_services search_index service_menu v_industry_facts_slugs"
"moxie-lifestyle-fitness-studio","","","","","3","batch-03","27","104","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme health_medical_services industry_health_medical search_index service_menu v_industry_facts_slugs"
"mr-action-toys-and-collectibles","","","","","3","batch-03","18","121","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme legacy_photo_migration_queue search_index"
"mr-teriyaki-CJAUzI","","","","","3","batch-03","21","262","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_secondary_hours entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"mrbeast-burger-N1G37U","","","","","3","batch-03","20","234","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"mrs-field-s-cookies","","","","","3","batch-03","20","108","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_cafe_dessert industry_food_beverage search_index v_industry_facts_slugs"
"mrs-fields-gulf-shores","","","","","3","batch-03","26","221","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full ai_unified_search_items_full catalog_items catalog_section_days catalog_sections entity_completeness_v entity_hours entity_items_norm_v entity_items_v entity_modules entity_offer entity_offer_section entity_photos entity_tags entity_theme industry_cafe_dessert industry_food_beverage menu_items menu_section_days menu_section_details menu_sections search_index v_industry_facts_slugs"
"ms-mobile-detailing","","","","","3","batch-03","23","82","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme search_index"
"msc-fishing-charters","","","","","3","batch-03","21","130","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_charter_fishing legacy_photo_migration_queue search_index v_industry_facts_slugs"
"mudbugs-dive-bar","","","","","3","batch-03","29","226","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_event_planner_index_full ai_photo_index_full ai_unified_search_items_full catalog_section_days catalog_sections entity_address_areas entity_attributes entity_completeness_v entity_events entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_secondary_hours entity_tags entity_theme happy_hour_sections industry_bar_nightlife industry_food_beverage legacy_photo_migration_queue search_index v_industry_facts_slugs"
"murder-creek-distillery-Fy_t4s","","","","","3","batch-03","24","147","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_trade_home_service search_index v_industry_facts_slugs"
"murphy-usa","","","","","3","batch-03","12","111","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_good_for entity_highlights entity_photos entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"murphy-usa-2","","","","","3","batch-03","6","8","entity_completeness_v entity_theme industry_retail recovery_import_log search_index v_industry_facts_slugs"
"murphy-usa-corporate-headquarters-el-dorado","","","","","3","batch-03","6","6","entity_completeness_v entity_theme industry_retail recovery_import_log search_index v_industry_facts_slugs"
"murphy-usa-el-dorado","","","","","3","batch-03","4","4","entity_conflicts industry_retail search_index v_industry_facts_slugs"
"museum-of-commerce-oQCOPc","","","","","3","batch-03","20","129","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"museum-of-industry-BaRi4A","","","","","3","batch-03","20","126","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"museum-of-shadows-fEC6-8","","","","","3","batch-03","20","128","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"museum-plaza-qXCxlM","","","","","3","batch-03","19","186","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"music-66407cc9-b340-47f5-b086-9f2e04093d4a","","","","","3","batch-03","2","2","tourist_seen tourist_swipe_events"
"mustache-the-band","","","","","3","batch-03","1","1","artist_profiles"
"mustique-gulf-shores","","","","","3","batch-03","6","6","entity_completeness_v entity_sources entity_theme industry_condo search_index v_industry_facts_slugs"
"mvmt-pilates-and-wellness-studio","","","","","3","batch-03","24","105","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_seo entity_sources entity_tags entity_theme industry_fitness_sports search_index tourist_seen tourist_swipe_events v_industry_facts_slugs"
"my-beach-getaways","","","","","3","batch-03","22","170","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_seo entity_sources entity_tags entity_theme industry_tour_operator legacy_photo_migration_queue search_index v_industry_facts_slugs"
"my-happy-place-gulf-shores","","","","","3","batch-03","6","19","entity_completeness_v entity_modules entity_theme industry_vacation_rental search_index v_industry_facts_slugs"
"my-orange-beach-rentals","","","","","3","batch-03","6","19","entity_completeness_v entity_modules entity_theme industry_condo search_index v_industry_facts_slugs"
"myles-lawson","","","","","3","batch-03","1","1","artist_profiles"
"myles-lawson-duo","","","","","3","batch-03","1","1","artist_profiles"
"myphone-repair","","","","","3","batch-03","7","10","entity_completeness_v entity_photos entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"mystic-radio","","","","","3","batch-03","1","1","artist_profiles"
"mystic-touch-ySk6VQ","","","","","3","batch-03","25","156","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care search_index v_industry_facts_slugs"
"mythic-beach-banana-bar","","","","","3","batch-03","22","144","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_cafe_dessert industry_food_beverage legacy_photo_migration_queue search_index v_industry_facts_slugs"
"nail-boutique-and-spa","","","","","3","batch-03","28","119","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care legacy_photo_migration_queue personal_care_services search_index service_menu v_industry_facts_slugs"
"nail-boutique-spa-24vO0U","","","","","3","batch-03","24","180","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care search_index v_industry_facts_slugs"
"nails-envy-_dYnQY","","","","","3","batch-03","27","175","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care search_index tourist_seen tourist_swipe_events v_industry_facts_slugs"
"nami-sushi","","","","","3","batch-03","34","273","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full catalog_items catalog_section_days catalog_sections entity_address_areas entity_amenities entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_reviews entity_sources entity_tags entity_theme industry_food_beverage legacy_photo_migration_queue menu_items menu_section_days menu_section_details menu_sections search_index v_industry_facts_slugs"
"nas-pensacola-mwr","","","","","3","batch-03","21","88","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_reviews entity_tags entity_theme industry_civic search_index v_industry_facts_slugs"
"nas-pensacola-radford-fitness-center-QFZHLw","","","","","3","batch-03","19","119","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_fitness_sports search_index v_industry_facts_slugs"
"nas-pensacola-veterinarian-services-building-535-hFfkYk","","","","","3","batch-03","24","120","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_health_medical search_index v_industry_facts_slugs"
"nas-penscola-golf-course-VTt-Os","","","","","3","batch-03","19","130","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_golf search_index v_industry_facts_slugs"
"nashville-south","","","","","3","batch-03","1","1","artist_profiles"
"natalie-zepp-photography-pensacola","","","","","3","batch-03","6","6","entity_completeness_v entity_theme industry_photography recovery_import_log search_index v_industry_facts_slugs"
"national-maritime-museum-of-the-gulf-QRt6fw","","","","","3","batch-03","21","129","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"national-naval-aviation-museum-FheJlQ","","","","","3","batch-03","21","128","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"natural-images-photo-video-foley","","","","","3","batch-03","6","6","entity_completeness_v entity_theme industry_photography recovery_import_log search_index v_industry_facts_slugs"
"nature-center","","","","","3","batch-03","7","8","entity_completeness_v entity_sources entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
"nauti-fishing-charters","","","","","3","batch-03","21","184","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_charter_fishing legacy_photo_migration_queue search_index v_industry_facts_slugs"
"naval-live-oaks-nature-preserve-Fsk81A","","","","","3","batch-03","19","110","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
"navarre-beach-fishing-pier-V5yNtk","","","","","3","batch-03","22","132","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_outdoor_recreation search_index tourist_seen tourist_swipe_events v_industry_facts_slugs"
"navarre-family-watersports","","","","","3","batch-03","17","23","activity_options entity_completeness_v entity_highlights entity_items_norm_v entity_items_v entity_offer entity_photos entity_sources entity_theme industry_watersport meeting_points offerings requirements search_index v_industry_facts_slugs whats_excluded whats_included"
"navigator-charters","","","","","3","batch-03","30","152","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_fee entity_photos entity_reviews entity_sources entity_tags entity_theme industry_charter_fishing legacy_photo_migration_queue offering_prices offerings offerings_details_backup requirements search_index v_industry_facts_slugs whats_included"
"navy-boulevard-animal-hospital-7X7neo","","","","","3","batch-03","25","163","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_health_medical search_index v_industry_facts_slugs"
"navy-cove-oysters","","","","","3","batch-03","5","5","entity_completeness_v entity_sources entity_tags entity_theme search_index"
"navy-point-park-lKDN4s","","","","","3","batch-03","20","124","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
"navy-point-shopping-center","","","","","3","batch-03","20","100","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"ncr-atleos","","","","","3","batch-03","24","159","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_professional_service search_index v_industry_facts_slugs"
"needle-rush-point","","","","","3","batch-03","22","192","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_good_for entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_tour_operator search_index v_industry_facts_slugs"
"neighborhood-barre-gulf-shores","","","","","3","batch-03","25","114","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_seo entity_sources entity_tags entity_theme industry_fitness_sports search_index v_industry_facts_slugs"
"neighborhood-childrens-theatre-Dy0PIg","","","","","3","batch-03","20","126","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_performing_arts search_index v_industry_facts_slugs"
"neil-bules-engel-v-lkers-gulf-shores","","","","","3","batch-03","23","90","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme search_index"
"neil-dover","","","","","3","batch-03","1","1","artist_profiles"
"nelson-boatyard-inc","","","","","3","batch-03","22","79","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme search_index"
"nelson-inshore-fishing-charters","","","","","3","batch-03","21","113","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_charter_fishing legacy_photo_migration_queue search_index v_industry_facts_slugs"
"nelson-marina-4kgHJ8","","","","","3","batch-03","18","152","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_tour_operator search_index v_industry_facts_slugs"
"nelson-s-inshore-charter-fishing","","","","","3","batch-03","7","7","entity_completeness_v entity_sources entity_tags entity_theme industry_charter_fishing search_index v_industry_facts_slugs"
"neptunes-fountain-FXT6GA","","","","","3","batch-03","19","95","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"new-hong-kong-house-roEI30","","","","","3","batch-03","23","268","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_secondary_hours entity_tags entity_theme industry_food_beverage search_index tourist_seen tourist_swipe_events v_industry_facts_slugs"
"new-orleans-original-snoballs-iRbcuw","","","","","3","batch-03","35","276","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full catalog_items catalog_section_days catalog_sections entity_address_areas entity_amenities entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_policies entity_reviews entity_sections entity_sources entity_tags entity_theme industry_food_beverage menu_items menu_section_days menu_section_details menu_sections search_index v_industry_facts_slugs"
